,Unnamed: 0,Municipality,Year,lt_ue,treatment,post,int,led,med,hed,lf,s_ltue_lf,s_led_ltue,s_med_ltue,s_hed_ltue,urb,pop,s_u15,s_15-64,s_o64,s_for,ex_births,net_mig,emp,ue,s_pen,dep_r,s_pri,s_sec,s_ser,lt_ue_ratio,lt_ue_med_ratio,lt_ue_led_ratio,lt_ue_change,lt_ue_ratio_change,abs_lt_ue_ratio_change
630,631,Jyväskylä,2010,2018.83333333333,1,0,0.0,728.75,1011.5833333333301,247.833333333333,64381,3.1357595149707698,36.0975811112028,50.107322711136796,12.276067035416501,93.6,130816.0,16.3,69.3,14.4,2.4,764.0,198.0,65.4,13.0,20.1,131.1,0.9,20.2,77.7,0.03135759514970768,0.01571245139611578,0.011319333343688355,0.10909766366713478,0.10892541946162981,0.0034156392049898773
631,632,Jyväskylä,2011,2239.0833333333303,1,0,0.0,861.25,1111.0,265.66666666666697,64391,3.4773234354697595,38.464401354721,49.618519483419504,11.864974505936198,93.9,132062.0,16.2,69.0,14.9,2.6,679.0,271.0,66.0,12.9,20.2,129.9,0.9,19.5,78.2,0.034773234354697556,0.01725396406330077,0.01337531642620863,0.0978451003014655,0.08575511232892533,0.002981982618127134
632,633,Jyväskylä,2012,2458.1666666666697,1,0,0.0,937.583333333333,1210.16666666667,308.0,65108,3.7755216972824597,38.1415689199268,49.2304563021222,12.5296630280019,94.2,133482.0,16.2,68.5,15.4,2.7,684.0,338.0,65.0,14.4,20.3,134.5,0.8,18.7,79.2,0.03775521697282469,0.0185870655935779,0.014400432102557797,0.15943453793477258,0.1443714681400314,0.005450776104312133
633,634,Jyväskylä,2013,2850.0833333333303,1,0,1.0,1058.41666666667,1419.91666666667,371.75,65965,4.32059930771369,37.1363410426596,49.8201806964709,13.0434782608696,94.2,134658.0,16.2,67.8,16.0,2.8,638.0,192.0,63.5,16.8,20.5,141.7,0.9,17.5,80.7,0.04320599307713682,0.021525303822734328,0.01604512493999348,0.25548960556709,0.24493974853035133,0.010582865079317993
634,635,Jyväskylä,2014,3578.25,1,0,1.0,1232.58333333333,1844.08333333333,501.583333333333,66524,5.37888581564548,34.446540441090896,51.5358997647826,14.0175597941266,94.4,135780.0,16.2,67.3,16.5,2.9,535.0,247.0,63.2,17.5,20.6,144.1,0.8,17.8,80.3,0.053788858156454816,0.02772057202413159,0.018528400777664152,0.15922587857192763,0.1510073634848118,0.008122513655064757
635,636,Jyväskylä,2015,4148.0,1,0,1.0,1405.91666666667,2129.1666666666697,612.916666666667,66999,6.1911371811519595,33.8938444230151,51.329958212793294,14.7761973641916,94.5,137368.0,16.2,66.8,17.0,3.0,595.0,723.0,63.2,17.6,20.9,145.4,0.7,17.2,81.0,0.061911371811519574,0.03177908127982014,0.020984144041950925,0.07768804243008678,0.07095848642499829,0.004393137236240734
650,651,Jämsä,2010,402.166666666667,1,0,0.0,183.25,194.916666666667,19.0,10409,3.86364364172031,45.5656858682138,48.4666390385412,4.724409448818901,73.8,22691.0,15.2,62.1,22.7,0.9,-86.0,-194.0,64.7,14.1,30.9,163.3,4.3,35.0,59.6,0.038636436417203095,0.018725782175681334,0.017604957248534923,0.0878574388727715,0.11364162875950823,0.004390707563914138
651,652,Jämsä,2011,437.5,1,0,0.0,205.166666666667,210.75,18.75,10168,4.30271439811172,46.895238095238106,48.171428571428606,4.28571428571429,73.7,22507.0,15.0,61.1,23.9,1.0,-68.0,-143.0,65.3,14.6,31.2,165.1,4.2,36.2,58.3,0.04302714398111723,0.020726789929189613,0.020177681615525866,0.10247619047618965,0.11742203994835486,0.005052335019414364
652,653,Jämsä,2012,482.333333333333,1,0,0.0,207.333333333333,252.916666666667,20.4166666666667,10032,4.80794790005316,42.985487214927396,52.4360746371804,4.23289564616448,74.8,22354.0,14.9,60.3,24.8,1.1,-110.0,-73.0,65.9,15.1,31.7,164.9,4.1,35.3,59.4,0.0480794790005316,0.025210991493886264,0.020667198298777213,0.06029716655148737,0.06968032731742972,0.00335019383400853
653,654,Jämsä,2013,511.416666666667,1,0,1.0,211.0,279.91666666666697,15.916666666666698,9944,5.14296728345401,41.2579436206616,54.733583183966104,3.1122698386834,75.1,22138.0,14.6,59.4,25.9,1.1,-104.0,-125.0,64.7,17.6,32.4,173.4,3.9,36.3,58.9,0.05142967283454013,0.02814930276213465,0.021218825422365244,0.20074955189832022,0.20074955189832017,0.01032448377581114
654,655,Jämsä,2014,614.083333333333,1,0,1.0,241.583333333333,338.25,32.5833333333333,9944,6.17541566103513,39.3404803908264,55.0821006920885,5.3060116705116,73.8,21808.0,14.3,58.9,26.8,1.2,-178.0,-173.0,63.8,18.8,32.9,180.1,4.1,35.7,59.2,0.06175415661035127,0.034015486725663714,0.024294381871815467,0.10232053195820433,0.11555825053861027,0.0071362023013795475
655,656,Jämsä,2015,676.916666666667,1,0,1.0,249.916666666667,389.416666666667,35.9166666666667,9826,6.88903589117308,36.919857195617396,57.528006894004704,5.30592145758956,73.8,21542.0,14.1,58.1,27.9,1.2,-128.0,-150.0,64.1,19.1,33.5,182.4,4.1,36.6,58.5,0.06889035891173081,0.03963125042404509,0.02543422213175931,0.07632648036439646,0.10327394075323999,0.007114578844719527
660,661,Järvenpää,2010,353.916666666667,0,0,0.0,147.75,167.5,36.75,20860,1.6966283157558302,41.7471156110195,47.3275253119849,10.3838003296445,99.8,38680.0,17.7,70.1,12.2,2.0,218.0,-332.0,75.0,7.2,17.8,101.1,0.2,25.5,72.7,0.016966283157558344,0.008029721955896452,0.007082933844678811,0.1424534965858231,0.15178483102702953,0.0025752244222267302
661,662,Järvenpää,2011,404.333333333333,0,0,0.0,166.833333333333,189.25,46.25,20691,1.95415075797851,41.261335531739505,46.80544105523501,11.4385820280297,99.8,38966.0,17.7,69.3,13.1,2.3,231.0,-62.0,75.7,7.0,18.2,100.6,0.1,24.3,73.7,0.019541507579785074,0.009146488811560582,0.008063087010455416,-0.05605935696619777,-0.05797155042625749,-0.0011328514920666034
662,663,Järvenpää,2012,381.666666666667,0,0,0.0,159.25,182.166666666667,38.25,20733,1.8408656087718502,41.724890829694296,47.72925764192139,10.0218340611354,99.8,39646.0,17.6,68.6,13.8,2.6,212.0,368.0,75.7,7.2,18.8,102.1,0.1,24.2,74.0,0.01840865608771847,0.008786314892522403,0.007680991655814402,0.08013100436681121,0.07134651071793971,0.001313393378865272
663,664,Järvenpää,2013,412.25,0,0,1.0,172.75,202.583333333333,34.6666666666667,20903,1.9722049466583702,41.904184354154,49.140893470790395,8.40913685061653,99.5,39953.0,17.7,67.6,14.6,2.8,222.0,26.0,74.2,8.9,19.3,108.2,0.1,21.8,76.7,0.019722049466583742,0.009691591318630484,0.008264363966894703,0.33616333131190546,0.3204965303963293,0.006320848426344866
664,665,Järvenpää,2014,550.833333333333,0,0,1.0,220.333333333333,274.75,52.75,21151,2.6042897892928596,40.0,49.8789712556732,9.57639939485628,99.9,40390.0,17.6,67.0,15.4,3.1,156.0,219.0,73.7,10.1,19.6,111.6,0.1,20.7,77.7,0.02604289789292861,0.012989929554158196,0.010417159157171434,0.3830559757942513,0.3885706054029626,0.010119504600702808
665,666,Järvenpää,2015,761.833333333333,0,0,1.0,280.0,387.916666666667,92.1666666666667,21067,3.61624024936314,36.753445635528294,50.9188361408882,12.098009188361402,99.9,40900.0,17.6,66.3,16.1,3.2,208.0,265.0,73.5,10.8,20.1,114.2,0.1,21.0,77.4,0.03616240249363142,0.018413474470340675,0.01329092894099777,0.14165390505359923,0.13288849824607518,0.004805567360348803
670,671,Kaarina,2010,115.166666666667,0,0,0.0,41.4166666666667,49.3333333333333,21.9166666666667,15304,0.752526572573619,35.962373371924706,42.8364688856729,19.030390738060802,94.7,30911.0,19.7,64.8,15.5,1.7,198.0,-40.0,74.9,6.9,21.0,118.0,1.7,30.7,65.9,0.007525265725736213,0.003223558111169191,0.0027062641575187336,0.287264833574526,0.2880222957191594,0.00216744431022325
671,672,Kaarina,2011,148.25,0,0,0.0,61.0,61.5,22.4166666666667,15295,0.969271003595946,41.1467116357504,41.483979763912295,15.1208544125913,94.8,31081.0,19.6,64.1,16.3,1.8,148.0,-13.0,75.9,6.0,21.4,117.0,1.6,31.2,65.4,0.009692710035959463,0.004020921869892121,0.003988231448185681,0.050590219224283306,0.05493549127070737,0.0005324737875699488
672,673,Kaarina,2012,155.75,0,0,0.0,65.3333333333333,61.1666666666667,26.4166666666667,15232,1.02251838235294,41.94756554307121,39.2723381487426,16.9609416800428,94.9,31363.0,19.5,63.3,17.2,2.0,173.0,66.0,75.8,7.4,21.7,120.2,1.7,30.0,66.3,0.010225183823529412,0.004015668767507005,0.004289215686274508,0.28357410379882503,0.2829003116183532,0.0028927076900314153
673,674,Kaarina,2013,199.916666666667,0,0,1.0,75.5833333333333,92.0833333333333,31.25,15240,1.31178915135608,37.807419758232605,46.06085869112129,15.631513130471001,94.6,31798.0,19.5,62.5,18.0,2.1,116.0,284.0,74.1,9.3,22.4,127.1,1.6,28.3,68.5,0.013117891513560827,0.006042213473315833,0.004959536307961502,0.42350979574822456,0.40963543126724766,0.005373553147474458
674,675,Kaarina,2014,284.58333333333303,0,0,1.0,99.0,141.083333333333,40.8333333333333,15390,1.84914446610353,34.787701317716,49.5754026354319,14.348462664714502,94.6,32148.0,19.3,62.1,18.6,2.2,100.0,199.0,73.6,10.1,22.7,130.3,1.5,30.4,66.4,0.018491444661035285,0.00916720814381631,0.006432748538011696,0.25212298682284046,0.24847248248808004,0.004594615159718391
675,676,Kaarina,2015,356.333333333333,0,0,1.0,115.666666666667,173.75,62.5833333333333,15435,2.3086059820753704,32.4602432179607,48.760523854069206,17.5631431244153,94.6,32590.0,19.2,61.4,19.3,2.3,148.0,261.0,73.5,10.9,23.1,133.2,1.5,30.9,65.7,0.023086059820753676,0.011256883705863297,0.0074937911672605766,0.24812909260991706,0.24025446111080082,0.005546528861406885
680,681,Kaavi,2010,32.5,0,0,0.0,20.1666666666667,12.083333333333302,0.0,1303,2.49424405218726,62.0512820512821,37.179487179487204,0.0,42.6,3377.0,14.2,58.9,26.9,0.7,-32.0,-22.0,57.0,14.7,39.3,215.3,13.2,25.9,58.7,0.0249424405218726,0.009273471476080816,0.015477104118700461,-0.017948717948716927,0.009954870175865759,0.00024829875726449513
681,682,Kaavi,2011,31.9166666666667,0,0,0.0,18.5,9.25,0.0,1267,2.51907392791371,57.9634464751958,28.9817232375979,0.0,41.8,3385.0,14.2,57.8,28.0,0.8,-10.0,10.0,58.1,13.9,39.2,212.3,13.0,26.5,58.7,0.025190739279137096,0.007300710339384372,0.014601420678768745,-0.05483028720626626,-0.04579280788074855,-0.0011535546841835512
682,683,Kaavi,2012,30.1666666666667,0,0,0.0,18.1666666666667,8.5,0.0,1255,2.4037184594953502,60.2209944751381,28.176795580110504,0.0,43.3,3315.0,13.8,57.0,29.2,1.2,-36.0,-50.0,59.1,14.1,39.7,211.0,12.6,28.3,57.8,0.024037184594953544,0.006772908366533864,0.014475431606905736,0.11049723756905955,0.10696904936391559,0.002571234785507137
683,684,Kaavi,2013,33.5,0,0,1.0,16.9166666666667,11.916666666666698,0.0,1259,2.6608419380460697,50.497512437811004,35.5721393034826,0.0,44.0,3261.0,13.4,56.7,29.9,1.3,-29.0,-28.0,58.1,15.9,40.4,218.1,12.2,27.7,58.6,0.02660841938046068,0.009465184008472358,0.013436589886153058,0.27860696517412836,0.29715243283982906,0.007906756552926348
684,685,Kaavi,2014,42.8333333333333,0,0,1.0,22.8333333333333,16.0833333333333,0.0,1241,3.45151759333871,53.307392996109,37.54863813229571,0.0,44.9,3214.0,13.0,55.9,31.0,1.5,-31.0,-24.0,56.9,19.0,41.0,229.3,12.0,26.3,60.0,0.03451517593338703,0.0129599785119527,0.018399140478109026,0.13424124513618688,0.15471155472847245,0.005339896530381062
685,686,Kaavi,2015,48.5833333333333,0,0,1.0,23.0833333333333,20.1666666666667,0.0,1219,3.98550724637681,47.5128644939966,41.509433962264204,0.0,45.9,3194.0,13.4,55.2,31.4,1.9,-36.0,0.0,56.4,19.7,41.3,237.3,12.0,27.8,58.0,0.03985507246376809,0.01654361498496038,0.01893628657369426,0.238421955403089,0.250734352639905,0.009993035793619397
690,691,Kajaani,2010,437.666666666667,1,0,0.0,196.083333333333,214.916666666667,22.1666666666667,17927,2.44138264442833,44.8019801980198,49.1051028179741,5.06473724295506,88.1,38157.0,16.5,66.0,17.5,2.4,115.0,-334.0,63.7,14.0,25.1,151.4,3.0,17.4,78.3,0.024413826444283318,0.011988434577267082,0.010937877689146705,0.03750952018278583,0.05349380732465601,0.0013059885278680836
691,692,Kajaani,2011,454.083333333333,1,0,0.0,203.5,229.666666666667,18.1666666666667,17655,2.5719814972151402,44.81556248853,50.5780877225179,4.00073407964764,88.1,38045.0,16.5,65.4,18.1,2.4,64.0,-338.0,65.2,13.1,25.3,147.3,2.8,16.7,79.1,0.0257198149721514,0.013008590578684056,0.011526479750778817,0.14718296935217628,0.1469231170458504,0.003778835385551016
692,693,Kajaani,2012,520.916666666667,1,0,0.0,221.083333333333,271.0,24.8333333333333,17659,2.9498650357702405,42.441209406495,52.0236762118061,4.767237242041269,88.0,37973.0,16.4,64.9,18.7,2.3,52.0,-271.0,64.6,13.9,25.6,151.1,2.8,15.5,80.9,0.029498650357702418,0.015346282348943882,0.012519583970402232,0.14445688689809622,0.14193491726372923,0.0041868884979121695
693,694,Kajaani,2013,596.166666666667,1,0,1.0,235.25,316.66666666666697,39.8333333333333,17698,3.36855388556146,39.460441710931,53.117137265865296,6.681576740285161,88.1,37868.0,16.3,64.3,19.5,2.2,57.0,-392.0,63.0,17.1,26.0,159.3,2.8,14.7,81.7,0.03368553885561459,0.017892793912683183,0.013292462425132783,0.17906066536203513,0.18765029343069434,0.006321101250627133
694,695,Kajaani,2014,702.916666666667,1,0,1.0,247.5,395.166666666667,55.0,17570,4.0006640106241695,35.2104327208062,56.21813870776529,7.824540604623589,87.6,37791.0,16.3,63.7,20.0,2.2,64.0,-303.0,62.3,18.2,26.3,163.6,2.2,15.1,81.8,0.04000664010624172,0.022490988427243428,0.014086511098463289,0.03864848844101868,0.03552482221578042,0.0014212287772249477
695,696,Kajaani,2015,730.083333333333,1,0,1.0,242.916666666667,429.5,55.8333333333333,17623,4.14278688834667,33.2724574820226,58.82890081040979,7.6475288209108605,87.8,37622.0,16.2,63.3,20.5,2.3,-44.0,-282.0,63.4,16.8,26.8,160.4,2.0,15.4,81.7,0.04142786888346667,0.024371559893321227,0.013784070059959542,0.00696267549366594,0.012651405513859532,0.00052412076881974
700,701,Kalajoki,2010,77.25,0,0,0.0,32.3333333333333,40.5833333333333,0.4166666666666671,5744,1.3448816155988899,41.855447680690396,52.535059331175795,0.539374325782093,73.5,12562.0,19.0,62.1,18.9,1.2,32.0,-31.0,69.2,9.9,25.5,147.2,16.9,30.1,51.4,0.013448816155988858,0.007065343546889502,0.005629062209842149,-0.08629989212513527,-0.06530838474920332,-0.0008783204599366219
701,702,Kalajoki,2011,70.5833333333333,0,0,0.0,33.1666666666667,35.0,0.0,5615,1.25704956960522,46.9893742621015,49.5867768595041,0.0,73.5,12616.0,19.2,61.2,19.6,1.5,39.0,-13.0,71.8,9.0,25.7,141.0,16.7,31.0,50.6,0.012570495696052236,0.006233303650934996,0.005906797269219359,0.06257378984651762,0.05805139740879524,0.0007297348412770785
702,703,Kalajoki,2012,75.0,0,0,0.0,34.0,37.0833333333333,0.0,5639,1.33002305373293,45.3333333333333,49.4444444444444,0.0,73.4,12625.0,19.2,60.6,20.2,1.5,28.0,-22.0,70.5,10.4,25.7,147.5,16.7,30.3,51.0,0.013300230537329314,0.006576225099012821,0.006029437843589289,0.27666666666666667,0.2513685613303203,0.003343259815530063
703,704,Kalajoki,2013,95.75,0,0,1.0,40.75,44.75,3.4166666666666696,5753,1.6643490352859398,42.5587467362924,46.7362924281984,3.5683202785030494,75.3,12644.0,19.3,59.8,20.9,1.5,-4.0,13.0,70.5,11.0,26.0,149.7,16.6,29.9,51.9,0.016643490352859378,0.007778550321571354,0.007083260907352685,0.20800696257615664,0.22073846051302115,0.0036738584380534983
704,705,Kalajoki,2014,115.666666666667,0,0,1.0,42.75,63.75,1.25,5693,2.03173487909128,36.9596541786743,55.1152737752161,1.0806916426513,75.5,12632.0,19.2,59.1,21.7,1.6,23.0,-60.0,69.1,13.3,26.6,157.3,16.7,28.6,53.4,0.020317348790912876,0.011197962409977166,0.0075092218513964516,0.19884726224783805,0.19969018526576576,0.004057175144166574
705,706,Kalajoki,2015,138.666666666667,0,0,1.0,50.25,78.5,3.75,5689,2.43745239350794,36.237980769230795,56.6105769230769,2.70432692307692,75.5,12621.0,19.0,58.7,22.3,1.8,16.0,-43.0,69.6,12.5,27.1,157.6,16.2,29.2,53.2,0.02437452393507945,0.013798558621901916,0.008832835296185622,0.0679086538461489,0.07224361661326184,0.001760903762296654
710,711,Kangasala,2010,249.75,0,0,0.0,99.1666666666667,123.916666666667,21.9166666666667,14602,1.71038213943295,39.7063730397064,49.6162829496163,8.77544210877544,83.9,29675.0,20.5,63.8,15.7,1.2,132.0,-11.0,74.0,9.0,21.1,124.1,4.7,32.5,61.1,0.017103821394329543,0.008486280418207575,0.006791307126877599,0.07240573907240452,0.0848876681401727,0.0014519035144506323
711,712,Kangasala,2011,267.83333333333303,0,0,0.0,97.75,139.416666666667,24.75,14434,1.85557249087802,36.4965774735532,52.0535158680772,9.24082140634723,84.0,29891.0,20.4,63.2,16.4,1.2,132.0,61.0,75.8,7.4,21.4,120.9,4.7,30.4,62.6,0.018555724908780175,0.009658907209828668,0.006772204517112373,0.10983198506534039,0.10030324008744575,0.0018611993305219753
712,713,Kangasala,2012,297.25,0,0,0.0,112.75,153.5,27.8333333333333,14559,2.04169242393022,37.931034482758605,51.64003364171571,9.36361087748809,84.0,30126.0,20.4,62.5,17.1,1.1,129.0,99.0,75.0,8.8,21.9,124.7,4.6,29.1,64.5,0.02041692423930215,0.010543306545779244,0.0077443505735284015,0.5335015419119696,0.5275211377050057,0.01077035910315358
713,714,Kangasala,2013,455.833333333333,0,0,1.0,163.5,238.25,53.25,14616,3.11872833424558,35.8683729433272,52.26691042047529,11.681901279707501,84.2,30345.0,20.4,61.9,17.7,1.2,149.0,46.0,73.3,11.8,22.1,132.2,4.4,28.0,65.9,0.03118728334245573,0.01630062944718117,0.011186371100164204,0.4056672760511894,0.3976348916166112,0.012401152031693927
714,715,Kangasala,2014,640.75,0,0,1.0,218.083333333333,345.916666666667,75.8333333333333,14700,4.3588435374149705,34.035635323189,53.986214072051,11.835089088308,84.5,30471.0,20.3,61.3,18.3,1.3,80.0,4.0,72.7,13.1,22.2,135.3,4.4,26.4,67.3,0.04358843537414966,0.023531746031746056,0.014835600907029456,0.040967616074912214,0.03239940333971197,0.0014122392986340437
715,716,Kangasala,2015,667.0,0,0,1.0,222.833333333333,367.75,74.5,14822,4.50006746727837,33.408295852074,55.1349325337331,11.169415292353802,84.7,30607.0,20.2,61.0,18.7,1.3,72.0,74.0,73.1,13.0,22.6,136.0,4.2,26.5,67.3,0.0450006746727837,0.024811091620564028,0.015033958530112872,0.05772113943028486,0.051478385555712984,0.0023165620810727677
720,721,Kangasniemi,2010,46.75,0,0,0.0,26.1666666666667,21.8333333333333,0.0,2454,1.9050529747351297,55.97147950089129,46.7023172905526,0.0,49.9,5964.0,12.3,59.2,28.5,0.7,-47.0,-20.0,62.8,12.9,37.9,183.5,17.7,20.6,59.6,0.019050529747351264,0.00889703884813908,0.010662863352349918,0.10160427807486631,0.11202669617265396,0.002134167907934626
721,722,Kangasniemi,2011,51.5,0,0,0.0,24.0833333333333,21.1666666666667,0.0,2431,2.11846976552859,46.7637540453074,41.1003236245955,0.0,50.1,5865.0,12.1,58.7,29.2,0.8,-66.0,-36.0,64.6,11.3,38.4,177.8,17.5,23.0,56.7,0.02118469765528589,0.008706979295214603,0.009906759906759894,-0.1262135922330097,-0.12042453114635467,-0.0025511572826150825
722,723,Kangasniemi,2012,45.0,0,0,0.0,19.0833333333333,16.6666666666667,1.6666666666666698,2415,1.86335403726708,42.4074074074074,37.037037037037,3.7037037037037,49.7,5839.0,12.3,57.5,30.2,0.8,-53.0,21.0,64.1,13.3,39.0,183.7,17.1,23.8,56.8,0.018633540372670808,0.00690131124913735,0.007902001380262235,0.21481481481481554,0.23216202342619893,0.004326000436513024
723,724,Kangasniemi,2013,54.6666666666667,0,0,1.0,27.25,19.6666666666667,0.4166666666666671,2381,2.29595408091838,49.847560975609795,35.975609756097604,0.7621951219512201,50.5,5801.0,12.1,56.2,31.6,0.9,-55.0,11.0,64.2,13.9,39.7,188.8,16.3,24.9,57.2,0.02295954080918383,0.008259834803303948,0.011444771104577908,0.1996951219512182,0.20323255491400607,0.004666126138302817
724,725,Kangasniemi,2014,65.5833333333333,0,0,1.0,35.75,21.0,0.0,2374,2.76256669474867,54.5108005082592,32.0203303684879,0.0,50.3,5693.0,12.0,55.2,32.8,0.9,-74.0,-35.0,63.6,15.6,40.1,195.7,16.6,23.3,58.6,0.02762566694748665,0.008845829823083403,0.015058972198820556,0.6823379923761076,0.7119032978572135,0.019666803405420766
725,726,Kangasniemi,2015,110.333333333333,0,0,1.0,53.0,44.5,4.75,2333,4.72924703529076,48.036253776435004,40.332326283987896,4.305135951661629,50.4,5628.0,12.1,54.0,33.8,1.0,-70.0,-8.0,65.0,15.5,40.7,196.8,16.5,25.6,55.9,0.047292470352907415,0.019074153450492928,0.02271753107586798,0.000755287009069457,0.023569524152634372,0.0011146610222205963
730,731,Kankaanpää,2010,124.416666666667,0,0,0.0,62.5833333333333,58.0833333333333,1.25,5868,2.1202567598273103,50.30140656396521,46.6845277963831,1.00468854655057,71.0,12135.0,15.1,65.4,19.5,1.3,-2.0,-100.0,66.1,12.2,26.9,142.9,5.3,26.0,67.1,0.021202567598273176,0.00989831856396273,0.010665189729606901,-0.17749497655727212,-0.1626544973001514,-0.0034486929741696024
731,732,Kankaanpää,2011,102.333333333333,0,0,0.0,48.4166666666667,48.6666666666667,0.4166666666666671,5764,1.77538746241036,47.3127035830619,47.557003257328994,0.40716612377850203,71.3,12078.0,15.3,64.5,20.2,1.4,8.0,-71.0,67.2,9.8,27.5,141.9,5.0,25.7,67.8,0.017753874624103574,0.008443210733287075,0.0083998380754106,-0.1807817589576524,-0.17012760257151283,-0.0030204241261539595
732,733,Kankaanpää,2012,83.8333333333333,0,0,0.0,45.4166666666667,32.1666666666667,0.0,5690,1.47334504979496,54.1749502982107,38.3697813121272,0.0,71.1,11957.0,15.3,63.5,21.2,1.5,-38.0,-109.0,66.9,11.2,28.3,146.1,4.7,25.0,68.8,0.014733450497949614,0.005653192735793796,0.007981839484475695,0.07952286282306206,0.1093525536325126,0.0016111404357690047
733,734,Kankaanpää,2013,90.5,0,0,1.0,43.25,40.5,0.0,5537,1.6344590933718601,47.79005524861879,44.7513812154696,0.0,71.7,11972.0,15.3,62.8,21.9,1.8,-34.0,33.0,66.4,11.7,28.5,150.5,4.6,25.6,68.8,0.01634459093371862,0.0073144301968575045,0.007811089037384865,0.18416206261510495,0.19822831518637365,0.0032399607232015196
734,735,Kankaanpää,2014,107.166666666667,0,0,1.0,56.0833333333333,41.75,5.25,5472,1.95845516569201,52.332814930015495,38.9580093312597,4.89891135303266,71.9,11883.0,15.1,62.1,22.8,2.0,-32.0,-76.0,65.5,13.8,29.1,156.0,4.6,24.5,69.8,0.01958455165692014,0.007629751461988304,0.010249147173489273,0.19984447900465882,0.21314652422643993,0.004174379114205692
